sku_or_id,title,brand,category,price,availability,availability_bucket,n_images,desc_len,source_url,image_url
93172545,7-Piece King Comforter Set - Modern Stylish Print,,General Merchandise,543,,No live offer,5,548,https://www.takealot.com/7-piece-king-comforter-set-modern-stylish-print/PLID93172545,https://media.takealot.com/covers_images/dd43dfa9cd574ff4a01a19b1ec1f1b63/s-pdpxl.file
97510153,3 Round Holes Non-Stick Coating Eggs Frying Pan,,Home & Kitchen,509,Ships in 4 - 6 work days,Lead time (imported),5,1090,https://www.takealot.com/3-round-holes-non-stick-coating-eggs-frying-pan/PLID97510153,https://media.takealot.com/covers_images/9d563b4eb8bc4d0aa59aaa6e1a31aaf0/s-pdpxl.file
98308785,"Dell 32 Plus S3225QS 31.5"" | 3840x2160 @ 120Hz | UHD 4K VA LED Monitor",Dell,Electronics,8529,Ships in 4 - 6 work days,Lead time (imported),5,4049,https://www.takealot.com/dell-32-plus-s3225qs-31-5-3840x2160-120hz-uhd-4k-va-led-monitor/PLID98308785,https://media.takealot.com/covers_images/d916d6bb7ded46798ead5456fe7892a4/s-pdpxl.file
100229698,RF POWER 100W UHF Type PL259 Male Connector 50 Ohm DC-1GHz Dummy Load Plug,,General Merchandise,913,Ships in 14 - 16 work days,Lead time (imported),5,558,https://www.takealot.com/rf-power-100w-uhf-type-pl259-male-connector-50-ohm-dc-1ghz-dummy/PLID100229698,https://media.takealot.com/covers_images/2e10accafd6f4b1caecb3c86c56f05ab/s-pdpxl.file
91666667,Luxurious Black 2 in 1 Table,,Home & Kitchen,2595,Ships in 5 - 7 work days,Lead time (imported),2,766,https://www.takealot.com/luxurious-black-2-in-1-table/PLID91666667,https://media.takealot.com/covers_images/b2d894f8cda84114bb2562443f247582/s-pdpxl.file
101352344,"140KG 12V Linear Actuator, 100mm Stroke Electric Motor",,Automotive,1773,Ships in 14 - 16 work days,Lead time (imported),5,1713,https://www.takealot.com/140kg-12v-linear-actuator-100mm-stroke-electric-motor/PLID101352344,https://media.takealot.com/covers_images/2e2b56b9a80248e1997326ea454498fc/s-pdpxl.file
102119903,Melodica Wind Instrument 37 Key for Beginner Training,,General Merchandise,538,Ships in 14 - 16 work days,Lead time (imported),5,703,https://www.takealot.com/melodica-wind-instrument-37-key-for-beginner-training/PLID102119903,https://media.takealot.com/covers_images/ad0a405583774fb5af9571ed178d6939/s-pdpxl.file
90146279,"Readymade Curtain Lace (Voile, Taped, DW Trees )",,Home & Kitchen,129,,No live offer,4,559,https://www.takealot.com/readymade-curtain-lace-voile-taped-dw-trees/PLID90146279,https://media.takealot.com/covers_images/e42bd044dc684dfcbfdc1abcea763bc5/s-pdpxl.file
95240062,Guitar Wall Mount Guitar Hangers V-Shaped Guitar Stand,,General Merchandise,249,In stock,In stock (fast),3,1641,https://www.takealot.com/guitar-wall-mount-guitar-hangers-v-shaped-guitar-stand/PLID95240062,https://media.takealot.com/covers_images/eada38253b4a4a8dbf6c89ba6487cd70/s-pdpxl.file
101270418,For ILIFE A6 A4 A4s Robot: Rechargeable Battery & Side Brush Kit,,General Merchandise,416,Ships in 14 - 16 work days,Lead time (imported),5,1035,https://www.takealot.com/for-ilife-a6-a4-a4s-robot-rechargeable-battery-side-brush-kit/PLID101270418,https://media.takealot.com/covers_images/d1b45cc45fb047ae902da58aabd9eda9/s-pdpxl.file
94493914,Modern Mesh Visitor Office Chair D2308,,Home & Kitchen,3295,Ships in 5 - 7 work days,Lead time (imported),3,1593,https://www.takealot.com/modern-mesh-visitor-office-chair-d2308/PLID94493914,https://media.takealot.com/covers_images/98bb452fb9a04c0d82ef4c28b999bdda/s-pdpxl.file
91709519,KZ EDX Pro Dual Magnetic Dynamic In-Ear Monitors – No Mic – Transparent,KZ,Electronics,289,,No live offer,10,1354,https://www.takealot.com/kz-edx-pro-dual-magnetic-dynamic-in-ear-monitors-no-mic-transpar/PLID91709519,https://media.takealot.com/covers_images/6c937024d9ca4206a00a0906308f9f79/s-pdpxl.file
101513906,Ultralight Fully Automatic UPF50+ Black Vinyl Gradient Folding Umbrella,,Home & Kitchen,375,Ships in 14 - 16 work days,Lead time (imported),5,1373,https://www.takealot.com/ultralight-fully-automatic-upf50-black-vinyl-gradient-folding-um/PLID101513906,https://media.takealot.com/covers_images/8a362a92ed14492ba93d7ebc9c4793ba/s-pdpxl.file
92680142,Plastic Modern Counter Stools with Backrest and Armless Natural Legs Wood,,Tools & DIY,1228,,No live offer,29,371,https://www.takealot.com/plastic-modern-counter-stools-with-backrest-and-armless-natural-/PLID92680142,https://media.takealot.com/covers_images/e852eb79aba148adadf5910648c847eb/s-pdpxl.file
100939270,"LORGAR MSA10W, Wireless Gaming Mouse Advanced, black",Lorgar,Electronics,647,Ships in 5 - 7 work days,Lead time (imported),5,2461,https://www.takealot.com/lorgar-msa10w-wireless-gaming-mouse-advanced-black/PLID100939270,https://media.takealot.com/covers_images/2282d77f3d374947b0311c5f5883c565/s-pdpxl.file
91496234,Fender Flare Set - Compatible with Toyota Hilux 2021 and Newer,,Toys & Games,4500,Ships in 4 - 6 work days,Lead time (imported),1,92,https://www.takealot.com/fender-flare-set-compatible-with-toyota-hilux-2021-and-newer/PLID91496234,https://media.takealot.com/covers_images/63ad73269ed6439db6bf726ee3ef936c/s-pdpxl.file
91294590,K-Brand - Bush Galv Reducing 65X25mm,K-BRAND,General Merchandise,152,Ships in 4 - 6 work days,Lead time (imported),1,95,https://www.takealot.com/k-brand-bush-galv-reducing-65x25mm/PLID91294590,https://media.takealot.com/covers_images/ce25c5ffb766457fadfa5763f6c7de76/s-pdpxl.file
90448049,Modern 5 Piece Dining Table & Wooden Leg Chair Set,,Home & Kitchen,3595,Ships in 5 - 7 work days,Lead time (imported),1,269,https://www.takealot.com/modern-5-piece-dining-table-wooden-leg-chair-set/PLID90448049,https://media.takealot.com/covers_images/caa114c6c26146d4a1582ec32084ebff/s-pdpxl.file
90005422,Wooden Leg - Four Pack - Grey Colour,,General Merchandise,1094,Ships in 5 - 7 work days,Lead time (imported),1,701,https://www.takealot.com/wooden-leg-four-pack-grey-colour/PLID90005422,https://media.takealot.com/covers_images/20031c22b7f84139a899bfbe2adfab11/s-pdpxl.file
97129465,Cat Dog Shoes Anti-Slip Dogs Boots & Paw Protector for Winter Snowy Day,,Fashion,245,,No live offer,6,1598,https://www.takealot.com/cat-dog-shoes-anti-slip-dogs-boots-paw-protector-for-winter-snow/PLID97129465,https://media.takealot.com/covers_images/ee855d17d5d84ad7b6739a8d0e2a14d4/s-pdpxl.file
100784037,HDMI Wireless Transmitter and Receiver Cable Full 1080P High Definition,,Electronics,989,In stock,In stock (fast),9,1408,https://www.takealot.com/hdmi-wireless-transmitter-and-receiver-cable-full-1080p-high-def/PLID100784037,https://media.takealot.com/covers_images/d2f0121c710f4acaa97a67f84f17ae2a/s-pdpxl.file
95397077,3-Piece Travel 27-Inch Luggage Suitcase Bag Set - Stylish,GAILY,Fashion,1249,,No live offer,54,1161,https://www.takealot.com/3-piece-travel-27-inch-luggage-suitcase-bag-set-stylish/PLID95397077,https://media.takealot.com/covers_images/f7b9ca497ac74d759e73fa380c34ddb4/s-pdpxl.file
101915112,Steel Unloader Valve Heavy Duty for Komatsu,,General Merchandise,710,Ships in 14 - 16 work days,Lead time (imported),5,832,https://www.takealot.com/steel-unloader-valve-heavy-duty-for-komatsu/PLID101915112,https://media.takealot.com/covers_images/28c21b3c9025428c9661beff64f02bce/s-pdpxl.file
102111060,Embossed Leather Notebook 208 Pages for Office,,Stationery & Office,467,Ships in 14 - 16 work days,Lead time (imported),5,826,https://www.takealot.com/embossed-leather-notebook-208-pages-for-office/PLID102111060,https://media.takealot.com/covers_images/3ee7f2d6a2b54d40be2918c2fc0a6d19/s-pdpxl.file
96626554,Gizzu Hero Ultra Plus 3840Wh UPS Power Station,Gizzu,General Merchandise,28008,Ships in 5 - 7 work days,Lead time (imported),5,5415,https://www.takealot.com/gizzu-hero-ultra-plus-3840wh-ups-power-station/PLID96626554,https://media.takealot.com/covers_images/d984a2921a9a426cac7fba0ef9aebc81/s-pdpxl.file
92495373,3-Piece Luxuries Velvet Comforter Set - 053,,General Merchandise,797,,No live offer,9,133,https://www.takealot.com/3-piece-luxuries-velvet-comforter-set-053/PLID92495373,https://media.takealot.com/covers_images/0f812902f4254c319fe0f3de30b1bbd0/s-pdpxl.file
95497756,Luggage Roof Rack Crossbar - JG120 - 120cm,,General Merchandise,999,Ships in 3 - 5 work days,Lead time (imported),5,2190,https://www.takealot.com/luggage-roof-rack-crossbar-jg120-120cm/PLID95497756,https://media.takealot.com/covers_images/a602fd280df74b13acd62839e4e082bd/s-pdpxl.file
100751298,2 Pack - Wooden Moon Comb - Brown,,General Merchandise,243,Ships in 14 - 16 work days,Lead time (imported),5,1060,https://www.takealot.com/2-pack-wooden-moon-comb-brown/PLID100751298,https://media.takealot.com/covers_images/01bc7fc619934909b65203649eb6fdf1/s-pdpxl.file
72051277,Trolley 3 Piece Travel Luggage Spinner - Fabric,,General Merchandise,1499,,No live offer,22,1181,https://www.takealot.com/trolley-3-piece-travel-luggage-spinner-fabric/PLID72051277,https://media.takealot.com/covers_images/c805d5b415ea453a9addf9b5184c2d84/s-pdpxl.file
91013585,628-4X4 Cylinder Air Compressor,,General Merchandise,383,In stock,In stock (fast),3,660,https://www.takealot.com/628-4x4-cylinder-air-compressor/PLID91013585,https://media.takealot.com/covers_images/ba5d1927966c443ea80fde000a299333/s-pdpxl.file
90159223,3 Pieces Velvet Fitted Sheet Queen Size with 2 Pillow Cases,,General Merchandise,263,,No live offer,12,941,https://www.takealot.com/3-pieces-velvet-fitted-sheet-queen-size-with-2-pillow-cases/PLID90159223,https://media.takealot.com/covers_images/3270300a51b84b41aafcc0b1b6ab9d57/s-pdpxl.file
98499225,Alienware 27 4K QD-OLED Gaming Monitor - AW2725Q,Alienware,Electronics,18460,Ships in 4 - 6 work days,Lead time (imported),6,716,https://www.takealot.com/alienware-27-4k-qd-oled-gaming-monitor-aw2725q/PLID98499225,https://media.takealot.com/covers_images/4d6dfee49fad4e87976af990936b9122/s-pdpxl.file
93333487,Anti-Theft Backpack Women's Ladies Fashion Leisure Travel Backpack Quality,,Sport & Outdoor,572,,No live offer,19,599,https://www.takealot.com/anti-theft-backpack-women-s-ladies-fashion-leisure-travel-backpa/PLID93333487,https://media.takealot.com/covers_images/0cc63c8093f74e18a461c333c822d54b/s-pdpxl.file
92090250,Sneaker or Shoe Crease Protector Pair,,Fashion,129,,No live offer,3,464,https://www.takealot.com/sneaker-or-shoe-crease-protector-pair/PLID92090250,https://media.takealot.com/covers_images/eafe3e3467a14543bcf5b9f5f7350c4a/s-pdpxl.file
101816348,25W Foldable Solar Panel Bag for Laptops & Car Batteries,,Electronics,520,Ships in 14 - 16 work days,Lead time (imported),5,781,https://www.takealot.com/25w-foldable-solar-panel-bag-for-laptops-car-batteries/PLID101816348,https://media.takealot.com/covers_images/cd51d58c98a34a7f8aae6f0a2a16cd7d/s-pdpxl.file
102108835,Metal Guiro Scraper Stainless Steel,,General Merchandise,604,Ships in 14 - 16 work days,Lead time (imported),5,1539,https://www.takealot.com/metal-guiro-scraper-stainless-steel/PLID102108835,https://media.takealot.com/covers_images/c9ea21539c1d4324b783f377b8b83f04/s-pdpxl.file
90424855,Fluffy Carpet - Shaggy Rug Sky blue,,Pet Supplies,253,Ships in 4 - 6 work days,Lead time (imported),1,584,https://www.takealot.com/fluffy-carpet-shaggy-rug-sky-blue/PLID90424855,https://media.takealot.com/covers_images/ea881f664b734f88b110ac1c4d8a5824/s-pdpxl.file
101043227,1200 Pcs Hot Stapler Staples for Plastic Welder Compatible with Universal,,Stationery & Office,383,Ships in 14 - 16 work days,Lead time (imported),9,1187,https://www.takealot.com/1200-pcs-hot-stapler-staples-for-plastic-welder-compatible-with-/PLID101043227,https://media.takealot.com/covers_images/f753bf4d3197493c9de60201e3919700/s-pdpxl.file
95908025,Double Sleeping Bag Adult Outdoor Camping Tent Cold Resistant,,Sport & Outdoor,626,,No live offer,7,1030,https://www.takealot.com/double-sleeping-bag-adult-outdoor-camping-tent-cold-resistant/PLID95908025,https://media.takealot.com/covers_images/2d7e1de9f21e4aecac470ce8228549cc/s-pdpxl.file
98115088,Double Layer Butterfly Hair Clips Lace Embroidery Butterfly Hair Pins - 8 Piece,,Beauty & Health,337,,No live offer,43,771,https://www.takealot.com/double-layer-butterfly-hair-clips-lace-embroidery-butterfly-hair/PLID98115088,https://media.takealot.com/covers_images/bd70a9e85d414d439c587d03afe2c859/s-pdpxl.file
96482731,Summer Pop Out Silicone Ice Tray (4 Pack),,General Merchandise,198,Ships in 5 - 7 work days,Lead time (imported),5,431,https://www.takealot.com/summer-pop-out-silicone-ice-tray-4-pack/PLID96482731,https://media.takealot.com/covers_images/8dbb1c50384b4edfac39b53f6430130c/s-pdpxl.file
68137239,3 Piece Mooistar 28 inch Travel Luggage Suitcase Bag Set,Mooistar,Fashion,1499,,No live offer,45,1191,https://www.takealot.com/3-piece-mooistar-28-inch-travel-luggage-suitcase-bag-set/PLID68137239,https://media.takealot.com/covers_images/335a41446f704bbd9d90ae06f1dbd803/s-pdpxl.file
99817533,"Sea Moss Gel Variety Pack| Smooth, Fruity & Naturally Sweetened| 3x 375ml",Neogenesis Health,General Merchandise,450,In stock,In stock (fast),7,1379,https://www.takealot.com/sea-moss-gel-variety-pack-smooth-fruity-naturally-sweetened-3x-3/PLID99817533,https://media.takealot.com/covers_images/bde1a34da6064e6598133ebfad6d677c/s-pdpxl.file
93898573,iCUE LINK QX120 RGB 120mm PWM PC Fan Expansion Kit,Corsair,Home & Kitchen,1358,Ships in 4 - 6 work days,Lead time (imported),2,1539,https://www.takealot.com/icue-link-qx120-rgb-120mm-pwm-pc-fan-expansion-kit/PLID93898573,https://media.takealot.com/covers_images/a86da7a5a7144f4a8518ed32b211e240/s-pdpxl.file
102204174,UV Nail Lamp 96 LED Chips for Gel Curing,,Home & Kitchen,1148,Ships in 14 - 16 work days,Lead time (imported),5,753,https://www.takealot.com/uv-nail-lamp-96-led-chips-for-gel-curing/PLID102204174,https://media.takealot.com/covers_images/f80d3a2f5d10406094c919b1fc27c42d/s-pdpxl.file
96383248,"15-16"" Commuter EcoSmart Backpack - Black",Targus,Sport & Outdoor,1601,Ships in 4 - 6 work days,Lead time (imported),5,852,https://www.takealot.com/15-16-commuter-ecosmart-backpack-black/PLID96383248,https://media.takealot.com/covers_images/4293ecc7036c466db471a88da84eaf13/s-pdpxl.file
101550057,24V DC Planetary Gear Motor High Torsion CW CCW for DIY Generator,,Automotive,899,Ships in 14 - 16 work days,Lead time (imported),5,865,https://www.takealot.com/24v-dc-planetary-gear-motor-high-torsion-cw-ccw-for-diy-generato/PLID101550057,https://media.takealot.com/covers_images/bd0c3d6cb738424b821b730d6ae36ce3/s-pdpxl.file
100598129,"No-Glue False Eyelashes - Easy 3-Step Application, Natural Look",,Pet Supplies,279,,No live offer,9,325,https://www.takealot.com/no-glue-false-eyelashes-easy-3-step-application-natural-look/PLID100598129,https://media.takealot.com/covers_images/d85fd975d92b47ceaccb6fc8373b2dbe/s-pdpxl.file
68581508,PepperSt Men's White T-Shirt - Black Scorpion,,Fashion,240,,No live offer,2,480,https://www.takealot.com/pepperst-men-s-white-t-shirt-black-scorpion/PLID68581508,https://media.takealot.com/covers_images/66208187a2324d978802586a6ec794f3/s-pdpxl.file
102006175,Metal Shell XLR to Microphone Adapter High Fidelity Audio Plug,,Electronics,344,Ships in 14 - 16 work days,Lead time (imported),9,792,https://www.takealot.com/metal-shell-xlr-to-microphone-adapter-high-fidelity-audio-plug/PLID102006175,https://media.takealot.com/covers_images/0a14117bcdf54b6cbd3845af9ed0d7c7/s-pdpxl.file
91027899,Round Metal Steel Mesh Pen Stand Holder - Black,,Stationery & Office,57,In stock,In stock (fast),3,469,https://www.takealot.com/round-metal-steel-mesh-pen-stand-holder-black/PLID91027899,https://media.takealot.com/covers_images/b08cade361cf4d0891c53e439d55b3ee/s-pdpxl.file
102108789,Tabletop Chimes Musical Toy for Kids Percussion Learning,,Toys & Games,412,Ships in 14 - 16 work days,Lead time (imported),5,1391,https://www.takealot.com/tabletop-chimes-musical-toy-for-kids-percussion-learning/PLID102108789,https://media.takealot.com/covers_images/5f54f7e580f0412d86347f44f387f6b6/s-pdpxl.file
99582478,French Baroque Colored Brooch Fashion Jewelry Gift for Women Stylish,,General Merchandise,214,Ships in 14 - 16 work days,Lead time (imported),5,443,https://www.takealot.com/french-baroque-colored-brooch-fashion-jewelry-gift-for-women-sty/PLID99582478,https://media.takealot.com/covers_images/5c1355f1ee2e41f88bb26a4e017e7df2/s-pdpxl.file
92802574,Cricut Smart Iron-on 33x91cm 1-sheet Glitter White 2009061,Cricut,Home & Kitchen,492,Ships in 4 - 6 work days,Lead time (imported),2,936,https://www.takealot.com/cricut-smart-iron-on-33x91cm-1-sheet-glitter-white-2009061/PLID92802574,https://media.takealot.com/covers_images/e4e11b9579324f6db1295aeb21560169/s-pdpxl.file
69485868,Dining and Workplace Table (80×80 cm),Infinity Homeware,Home & Kitchen,2789,Ships in 3 - 5 work days,Lead time (imported),6,455,https://www.takealot.com/dining-and-workplace-table-80-80-cm/PLID69485868,https://media.takealot.com/covers_images/fc530cd41bb2450aaa467f954afcbe66/s-pdpxl.file
95931032,"Teal Blue Polypropylene Luggage Set - 3 PCS, Hard Shell with Spinner Wheels",GAILY,General Merchandise,3500,In stock,In stock (fast),6,2500,https://www.takealot.com/teal-blue-polypropylene-luggage-set-3-pcs-hard-shell-with-spinne/PLID95931032,https://media.takealot.com/covers_images/aa09b727c90e487ba21609127e7aaf0a/s-pdpxl.file
98499168,Chef Egg Poacher With Lid Stainless Steel,,General Merchandise,743,In stock,In stock (fast),3,1022,https://www.takealot.com/chef-egg-poacher-with-lid-stainless-steel/PLID98499168,https://media.takealot.com/covers_images/5bf29fe494604fae80e968a138cdf779/s-pdpxl.file
73067865,3 Piece Hard Outer Shell Luggage Set - Green,,General Merchandise,1499,Ships in 5 - 7 work days,Lead time (imported),5,1106,https://www.takealot.com/3-piece-hard-outer-shell-luggage-set-green/PLID73067865,https://media.takealot.com/covers_images/47305621550c46cfa9d9e182b2379b50/s-pdpxl.file
101938369,Pink Cherry Blossom Transparent Folding Umbrella Sunshade Umbrella,,Stationery & Office,348,Ships in 14 - 16 work days,Lead time (imported),5,738,https://www.takealot.com/pink-cherry-blossom-transparent-folding-umbrella-sunshade-umbrel/PLID101938369,https://media.takealot.com/covers_images/f85af036bf3f4997aa673235720cc33f/s-pdpxl.file
101502808,Steel Insulated Drink Dispenser Portable Hot Cold for Milk Tea White,,Stationery & Office,1323,Ships in 14 - 16 work days,Lead time (imported),5,1168,https://www.takealot.com/steel-insulated-drink-dispenser-portable-hot-cold-for-milk-tea-w/PLID101502808,https://media.takealot.com/covers_images/f4deae7947cf41689c5a38f6cebd81bb/s-pdpxl.file
99465697,Cute Rabbit Teacup,,Home & Kitchen,277,Ships in 14 - 16 work days,Lead time (imported),5,437,https://www.takealot.com/cute-rabbit-teacup/PLID99465697,https://media.takealot.com/covers_images/61abc0d9d7c545f2be69743e2f77b01a/s-pdpxl.file
94873282,"Luxurious Comfort Standard Pillow - Sleep Better, Live Better Set of 2",,General Merchandise,240,Supplier out of stock,Other,2,464,https://www.takealot.com/luxurious-comfort-standard-pillow-sleep-better-live-better-set-o/PLID94873282,https://media.takealot.com/covers_images/bde5010ad36e4749b43b2e0c3f395921/s-pdpxl.file
95440146,3 Piece Travel 27-Inch Luggage Suitcase Bag Set - Stylish,TOUGH,Fashion,1199,,No live offer,60,1161,https://www.takealot.com/3-piece-travel-27-inch-luggage-suitcase-bag-set-stylish/PLID95440146,https://media.takealot.com/covers_images/b7c30f52065f464891d12315caf04b83/s-pdpxl.file
54637872,3 Piece Hard Outer Shell Luggage Set - Brown,,General Merchandise,1699,Ships in 5 - 7 work days,Lead time (imported),4,1077,https://www.takealot.com/3-piece-hard-outer-shell-luggage-set-brown/PLID54637872,https://media.takealot.com/covers_tsins/57690153/57690153-1-pdpxl.jpeg
53023521,Tork Craft Blade TCT 235 x 40T 30/16 General Purpose Combination,Tork Craft,General Merchandise,289,Ships in 5 - 7 work days,Lead time (imported),1,129,https://www.takealot.com/tork-craft-blade-tct-235-x-40t-30-16-general-purpose-combination/PLID53023521,https://media.takealot.com/covers_tsins/56000596/56000596-1-pdpxl.jpeg
91294594,K-Brand - Union - Galv Conical 50mm,K-BRAND,General Merchandise,262,Ships in 4 - 6 work days,Lead time (imported),1,93,https://www.takealot.com/k-brand-union-galv-conical-50mm/PLID91294594,https://media.takealot.com/covers_images/e11beec073d94627a92fb98d94935779/s-pdpxl.file
99211507,"LG UltraFine 27 4K UHD IPS Monitor with USB-C, incl Speakers",LG,Electronics,9159,Ships in 4 - 6 work days,Lead time (imported),5,2625,https://www.takealot.com/lg-ultrafine-27-4k-uhd-ips-monitor-with-usb-c-incl-speakers/PLID99211507,https://media.takealot.com/covers_images/d3b6db2cbf904b5095b33fe5696c9443/s-pdpxl.file
100983627,Soft Silicone Phone Case Compatible With Samsung Galaxy S24,,Electronics,297,,No live offer,25,1052,https://www.takealot.com/soft-silicone-phone-case-compatible-with-samsung-galaxy-s24/PLID100983627,https://media.takealot.com/covers_images/1597e524bbf0466d82c42a3d0479af84/s-pdpxl.file
102119907,Wind Instrument 32 Keys Melodica for Beginner,,General Merchandise,524,Ships in 14 - 16 work days,Lead time (imported),5,447,https://www.takealot.com/wind-instrument-32-keys-melodica-for-beginner/PLID102119907,https://media.takealot.com/covers_images/e9ababfc7b84410296306c3d97f70f45/s-pdpxl.file
100780464,Ignition Coil for Santa Fe V6 2.7L 2001-2006 Compatible with Hyundai,,General Merchandise,1563,Ships in 14 - 16 work days,Lead time (imported),9,897,https://www.takealot.com/ignition-coil-for-santa-fe-v6-2-7l-2001-2006-compatible-with-hyu/PLID100780464,https://media.takealot.com/covers_images/3e704728143e4227b089f7b5f679a0dd/s-pdpxl.file
102006140,Desktop Microphone Holder Base Mic Clamp Compatible With Clip Mic Arm,,Electronics,557,Ships in 14 - 16 work days,Lead time (imported),9,884,https://www.takealot.com/desktop-microphone-holder-base-mic-clamp-compatible-with-clip-mi/PLID102006140,https://media.takealot.com/covers_images/cd25aa651dd24634b1d35e88e8c1f6f7/s-pdpxl.file
100051983,LXD-Large Family Tent,,Sport & Outdoor,6846,Ships in 5 - 7 work days,Lead time (imported),3,332,https://www.takealot.com/lxd-large-family-tent/PLID100051983,https://media.takealot.com/covers_images/f8cf6ef30d7e4d95a20c6068da29a952/s-pdpxl.file
95116800,Virgin Brazilian Human Hair-Glueless Waterwave Full Frontal Wig 12inch,,Beauty & Health,550,Ships in 4 - 6 work days,Lead time (imported),11,922,https://www.takealot.com/virgin-brazilian-human-hair-glueless-waterwave-full-frontal-wig-/PLID95116800,https://media.takealot.com/covers_images/b42e3fb7b9bd4aa9afb743dc73b687b6/s-pdpxl.file
102121491,Camping Stove and Cookware Set for Backpacking,,Sport & Outdoor,519,Ships in 14 - 16 work days,Lead time (imported),10,787,https://www.takealot.com/camping-stove-and-cookware-set-for-backpacking/PLID102121491,https://media.takealot.com/covers_images/59acd84c61104800acbf4763e68940ce/s-pdpxl.file
91294606,K-Brand - Bend Galv F/F 90Deg 40mm,,General Merchandise,180,Ships in 4 - 6 work days,Lead time (imported),1,91,https://www.takealot.com/k-brand-bend-galv-f-f-90deg-40mm/PLID91294606,https://media.takealot.com/covers_images/0287402ceb834e96b3be468376ad3308/s-pdpxl.file
99420873,Diamond Flip Magnetic Phone Case Compatible with Oppo Reno12 Pro 5G,,Electronics,233,,No live offer,30,314,https://www.takealot.com/diamond-flip-magnetic-phone-case-compatible-with-oppo-reno12-pro/PLID99420873,https://media.takealot.com/covers_images/d892997f55554d8d874dc0ed4161bed2/s-pdpxl.file
99681900,Embroidered New Chinese Style Small Round Bag,,Fashion,361,,No live offer,26,401,https://www.takealot.com/embroidered-new-chinese-style-small-round-bag/PLID99681900,https://media.takealot.com/covers_images/32db7d83d6534cc396975a70f79eb0a8/s-pdpxl.file
101828910,Transparent Parakeet Nesting Box Natural Wood Bird House,,Pet Supplies,2057,Ships in 14 - 16 work days,Lead time (imported),8,714,https://www.takealot.com/transparent-parakeet-nesting-box-natural-wood-bird-house/PLID101828910,https://media.takealot.com/covers_images/2200c432fa9f4fb2892fccde81e0d489/s-pdpxl.file
100274358,PG-9186 4-in-1 Charger for Joycon,,Electronics,398,Ships in 14 - 16 work days,Lead time (imported),5,894,https://www.takealot.com/pg-9186-4-in-1-charger-for-joycon/PLID100274358,https://media.takealot.com/covers_images/2574cda63a1845358c34ba5b5f3ce4ab/s-pdpxl.file
94754452,Flush Pipe Connector Rubber Bung 1Pk Prepack,,General Merchandise,110,Ships in 5 - 7 work days,Lead time (imported),1,94,https://www.takealot.com/flush-pipe-connector-rubber-bung-1pk-prepack/PLID94754452,https://media.takealot.com/covers_images/962897eb070440f9896983e12ec179b7/s-pdpxl.file
97962373,Smart Robot Vacuum Cleaner 3 in 1 Sweep Vacuum Mop &1800Pa Suction,,Home & Kitchen,1178,Ships in 14 - 16 work days,Lead time (imported),12,1470,https://www.takealot.com/smart-robot-vacuum-cleaner-3-in-1-sweep-vacuum-mop-1800pa-suctio/PLID97962373,https://media.takealot.com/covers_images/d77ddc8fb9214eae9ef577fbae5a0add/s-pdpxl.file
102144943,"Acer TravelMate P214 Core 7 150U 16GB 512GB 14"" WUXGA LTE Win11 Pro",Acer,General Merchandise,29699,Ships in 4 - 6 work days,Lead time (imported),5,299,https://www.takealot.com/acer-travelmate-p214-core-7-150u-16gb-512gb-14-wuxga-lte-win11-p/PLID102144943,https://media.takealot.com/covers_images/ff8c79358d0847a5b924bbcb4f0515d7/s-pdpxl.file
90867960,75cm Modern Eames Design Multipurpose Round Dining Table,,Home & Kitchen,1395,,No live offer,9,679,https://www.takealot.com/75cm-modern-eames-design-multipurpose-round-dining-table/PLID90867960,https://media.takealot.com/covers_images/d408d89217914033979fa3a1f692cf21/s-pdpxl.file
100984975,"WiFi Dual Lens Camera, 4K 64MP, 3"" Screen, 18x Zoom, 1450mAh",,Electronics,1709,Ships in 14 - 16 work days,Lead time (imported),5,2579,https://www.takealot.com/wifi-dual-lens-camera-4k-64mp-3-screen-18x-zoom-1450mah/PLID100984975,https://media.takealot.com/covers_images/dfa3f06104ba4f76903ffa14ee0e763c/s-pdpxl.file
101255615,"Hearing Amplifier Rechargeable for Elderly, HD Sound & Noise Reduction",,General Merchandise,1268,,No live offer,13,941,https://www.takealot.com/hearing-amplifier-rechargeable-for-elderly-hd-sound-noise-reduct/PLID101255615,https://media.takealot.com/covers_images/3094e15c9a714540a4ab544d2ed32f29/s-pdpxl.file
101832479,Corsair FRAME 5000D RS ARGB High-Airflow Mid-Tower PC Case,,General Merchandise,3599,Ships in 4 - 6 work days,Lead time (imported),5,1588,https://www.takealot.com/corsair-frame-5000d-rs-argb-high-airflow-mid-tower-pc-case/PLID101832479,https://media.takealot.com/covers_images/90b8fc1c33ad4d26adcc34742cc5ec22/s-pdpxl.file
94548307,Set of 6 - 10ml Essential Oil Pure Aroma Oil Air Humidifier,,General Merchandise,95,In stock,In stock (fast),1,633,https://www.takealot.com/set-of-6-10ml-essential-oil-pure-aroma-oil-air-humidifier/PLID94548307,https://media.takealot.com/covers_images/2196b8d3cb7c43f0ab565b53d7db075f/s-pdpxl.file
100609937,Lightweight Camping Chairs with Adjustable Height with Carry Bag,,Home & Kitchen,1150,,No live offer,14,1384,https://www.takealot.com/lightweight-camping-chairs-with-adjustable-height-with-carry-bag/PLID100609937,https://media.takealot.com/covers_images/00338e9c3455480bb43828a2fdb566d0/s-pdpxl.file
